Gene	PS
CHGG_00104	2
CHGG_00105	2
CHGG_00106	2
CHGG_00107	3
CHGG_00108	3
CHGG_00109	1
CHGG_00110	2
CHGG_00111	3
CHGG_00112	1
CHGG_00113	12
CHGG_00114	1
CHGG_00115	2
CHGG_00116	10
CHGG_00117	1
CHGG_00118	2
CHGG_00119	1
CHGG_00120	10
CHGG_00121	10
CHGG_00122	3
CHGG_00123	7
CHGG_00124	3
CHGG_00125	1
CHGG_00126	12
CHGG_00127	1
CHGG_00128	1
CHGG_00129	1
CHGG_00130	1
CHGG_00131	2
CHGG_00132	1
CHGG_00133	1
CHGG_00134	1
CHGG_00135	12
CHGG_00136	3
CHGG_00137	6
CHGG_00138	1
CHGG_00139	1
CHGG_00140	6
CHGG_00141	1
CHGG_00142	1
CHGG_00143	1
CHGG_00144	1
CHGG_00145	2
CHGG_00146	1
CHGG_00147	12
CHGG_00148	2
CHGG_00149	6
CHGG_00150	12
CHGG_00151	9
CHGG_00152	1
CHGG_00153	2
CHGG_00154	6
CHGG_00155	1
CHGG_00156	12
CHGG_00157	12
CHGG_00158	1
CHGG_00159	12
CHGG_00160	12
CHGG_00161	6
CHGG_00162	2
CHGG_00163	12
CHGG_00164	1
CHGG_00165	10
CHGG_00166	1
CHGG_00167	2
CHGG_00168	1
CHGG_00169	2
CHGG_00170	12
CHGG_00171	1
CHGG_00172	1
CHGG_00173	1
CHGG_00174	3
CHGG_00175	2
CHGG_00176	1
CHGG_00177	1
CHGG_00178	2
CHGG_00179	2
CHGG_00180	2
CHGG_00181	1
CHGG_00182	1
CHGG_00183	2
CHGG_00184	1
CHGG_00185	1
CHGG_00186	2
CHGG_00187	10
CHGG_00188	2
CHGG_00189	1
CHGG_00190	1
CHGG_00191	12
CHGG_00192	6
CHGG_00193	7
CHGG_00194	6
CHGG_00195	10
CHGG_00196	1
CHGG_00197	1
CHGG_00198	1
CHGG_00199	2
CHGG_00200	6
CHGG_00201	1
CHGG_00202	6
CHGG_00203	7
CHGG_00204	1
CHGG_00205	1
CHGG_00206	1
CHGG_00207	1
CHGG_00208	1
CHGG_00209	1
CHGG_00210	1
CHGG_00211	6
CHGG_00212	3
CHGG_00213	1
CHGG_00214	1
CHGG_00215	1
CHGG_00216	12
CHGG_00217	1
CHGG_00218	11
CHGG_00219	1
CHGG_00220	1
CHGG_00221	1
CHGG_00222	1
CHGG_00223	4
CHGG_00224	1
CHGG_00225	12
CHGG_00226	12
CHGG_00227	1
CHGG_00228	3
CHGG_00229	1
CHGG_00230	1
CHGG_00231	2
CHGG_00232	2
CHGG_00233	1
CHGG_00234	12
CHGG_00235	1
CHGG_00236	6
CHGG_00237	11
CHGG_00238	3
CHGG_00239	1
CHGG_00240	1
CHGG_00241	4
CHGG_00242	3
CHGG_00243	1
CHGG_00244	1
CHGG_00245	1
CHGG_00246	1
CHGG_00247	12
CHGG_00248	12
CHGG_00249	12
CHGG_00250	10
CHGG_00251	2
CHGG_00252	6
CHGG_00253	1
CHGG_00254	10
CHGG_00255	1
CHGG_00256	3
CHGG_00257	6
CHGG_00258	1
CHGG_00259	1
CHGG_00260	6
CHGG_00261	1
CHGG_00262	12
CHGG_00263	1
CHGG_00264	3
CHGG_00265	1
CHGG_00266	1
CHGG_00267	1
CHGG_00268	2
CHGG_00269	1
CHGG_00270	1
CHGG_00271	7
CHGG_00272	1
CHGG_00273	1
CHGG_00274	12
CHGG_00275	12
CHGG_00276	1
CHGG_00277	12
CHGG_00278	12
CHGG_00279	1
CHGG_00280	1
CHGG_00281	7
CHGG_00282	6
CHGG_00283	1
CHGG_00284	1
CHGG_00285	12
CHGG_00286	1
CHGG_00287	1
CHGG_00288	6
CHGG_00289	1
CHGG_00290	1
CHGG_00291	6
CHGG_00292	12
CHGG_00293	9
CHGG_00294	1
CHGG_00295	1
CHGG_00296	9
CHGG_00297	7
CHGG_00298	6
CHGG_00299	2
CHGG_00300	1
CHGG_00301	1
CHGG_00302	1
CHGG_00303	1
CHGG_00304	1
CHGG_00305	1
CHGG_00306	1
CHGG_00307	1
CHGG_00308	2
CHGG_00309	12
CHGG_00310	1
CHGG_00311	2
CHGG_00312	1
CHGG_00313	1
CHGG_00314	3
CHGG_00315	12
CHGG_00316	1
CHGG_00317	12
CHGG_00318	2
CHGG_00319	2
CHGG_00320	12
CHGG_00321	2
CHGG_00322	1
CHGG_00323	1
CHGG_00324	6
CHGG_00325	7
CHGG_00326	11
CHGG_00327	12
CHGG_00328	6
CHGG_00329	1
CHGG_00330	9
CHGG_00331	3
CHGG_00332	1
CHGG_00333	2
CHGG_00334	1
CHGG_00335	2
CHGG_00336	1
CHGG_00337	1
CHGG_00338	1
CHGG_00339	9
CHGG_00340	10
CHGG_00341	3
CHGG_00342	1
CHGG_00343	11
CHGG_00344	12
CHGG_00345	6
CHGG_00346	3
CHGG_00347	3
CHGG_00348	1
CHGG_00349	1
CHGG_00350	12
CHGG_00351	1
CHGG_00352	1
CHGG_00353	1
CHGG_00354	7
CHGG_00355	11
CHGG_00356	12
CHGG_00357	1
CHGG_00358	2
CHGG_00359	2
CHGG_00360	12
CHGG_00361	1
CHGG_00362	1
CHGG_00363	2
CHGG_00364	1
CHGG_00365	1
CHGG_00366	2
CHGG_00367	11
CHGG_00368	11
CHGG_00369	1
CHGG_00370	7
CHGG_00371	1
CHGG_00372	1
CHGG_00373	11
CHGG_00374	6
CHGG_00375	2
CHGG_00376	2
CHGG_00377	1
CHGG_00378	1
CHGG_00379	1
CHGG_00380	2
CHGG_00381	2
CHGG_00382	1
CHGG_00383	1
CHGG_00384	1
CHGG_00385	12
CHGG_00386	2
CHGG_00387	1
CHGG_00388	2
CHGG_00389	3
CHGG_00390	2
CHGG_00391	2
CHGG_00392	1
CHGG_00393	12
CHGG_00394	3
CHGG_00395	2
CHGG_00396	2
CHGG_00397	1
CHGG_00398	1
CHGG_00399	2
CHGG_00400	1
CHGG_00401	1
CHGG_00402	1
CHGG_00403	2
CHGG_00404	1
CHGG_00405	12
CHGG_00406	1
CHGG_00407	1
CHGG_00408	2
CHGG_00409	1
CHGG_00410	2
CHGG_00411	1
CHGG_00412	2
CHGG_00413	1
CHGG_00414	2
CHGG_00415	2
CHGG_00416	2
CHGG_00417	12
CHGG_00418	2
CHGG_00419	3
CHGG_00420	2
CHGG_00421	1
CHGG_00422	1
CHGG_00423	3
CHGG_00424	1
CHGG_00425	10
CHGG_00426	1
CHGG_00427	1
CHGG_00428	1
CHGG_00429	2
CHGG_00430	1
CHGG_00431	1
CHGG_00432	1
CHGG_00433	2
CHGG_00434	3
CHGG_00435	12
CHGG_00436	2
CHGG_00437	1
CHGG_00438	1
CHGG_00439	1
CHGG_00440	1
CHGG_00441	1
CHGG_00442	3
CHGG_00443	3
CHGG_00444	2
CHGG_00445	2
CHGG_00446	1
CHGG_00447	1
CHGG_00448	1
CHGG_00449	1
CHGG_00450	1
CHGG_00451	1
CHGG_00452	1
CHGG_00453	2
CHGG_00454	1
CHGG_00455	1
CHGG_00456	1
CHGG_00457	1
CHGG_00458	1
CHGG_00459	1
CHGG_00460	3
CHGG_00461	1
CHGG_00462	2
CHGG_00463	1
CHGG_00464	1
CHGG_00465	2
CHGG_00466	1
CHGG_00467	1
CHGG_00468	2
CHGG_00469	1
CHGG_00470	1
CHGG_00471	12
CHGG_00472	6
CHGG_00473	1
CHGG_00474	1
CHGG_00475	6
CHGG_00476	6
CHGG_00477	1
CHGG_00478	1
CHGG_00479	12
CHGG_00480	1
CHGG_00481	1
CHGG_00482	1
CHGG_00483	1
CHGG_00484	1
CHGG_00485	6
CHGG_00486	2
CHGG_00487	1
CHGG_00488	2
CHGG_00489	1
CHGG_00490	9
CHGG_00491	1
CHGG_00492	1
CHGG_00493	10
CHGG_00494	10
CHGG_00495	1
CHGG_00496	6
CHGG_00497	12
CHGG_00498	1
CHGG_00499	1
CHGG_00500	12
CHGG_00501	3
CHGG_00502	2
CHGG_00503	2
CHGG_00504	12
CHGG_00505	2
CHGG_00506	2
CHGG_00507	12
CHGG_00508	1
CHGG_00509	12
CHGG_00510	2
CHGG_00511	8
CHGG_00512	1
CHGG_00513	1
CHGG_00514	1
CHGG_00515	3
CHGG_00516	1
CHGG_00517	1
CHGG_00518	1
CHGG_00519	2
CHGG_00520	1
CHGG_00521	1
CHGG_00522	1
CHGG_00523	1
CHGG_00524	1
CHGG_00525	6
CHGG_00526	1
CHGG_00527	2
CHGG_00528	1
CHGG_00529	2
CHGG_00530	1
CHGG_00531	1
CHGG_00532	1
CHGG_00533	1
CHGG_00534	1
CHGG_00535	1
CHGG_00536	1
CHGG_00537	12
CHGG_00538	12
CHGG_00539	1
CHGG_00540	12
CHGG_00541	12
CHGG_00542	1
CHGG_00543	1
CHGG_00544	2
CHGG_00545	2
CHGG_00546	1
CHGG_00547	1
CHGG_00548	2
CHGG_00549	2
CHGG_00550	1
CHGG_00551	3
CHGG_00552	1
CHGG_00553	1
CHGG_00554	2
CHGG_00555	12
CHGG_00556	2
CHGG_00557	1
CHGG_00558	1
CHGG_00559	1
CHGG_00560	1
CHGG_00561	1
CHGG_00562	2
CHGG_00563	1
CHGG_00564	7
CHGG_00565	8
CHGG_00566	12
CHGG_00567	1
CHGG_00568	2
CHGG_00569	2
CHGG_00570	1
CHGG_00571	2
CHGG_00572	6
CHGG_00573	12
CHGG_00574	1
CHGG_00575	1
CHGG_00576	2
CHGG_00577	12
CHGG_00578	11
CHGG_00579	1
CHGG_00580	1
CHGG_00581	1
CHGG_00582	1
CHGG_00583	1
CHGG_00584	2
CHGG_00585	1
CHGG_00586	1
CHGG_00587	1
CHGG_00588	2
CHGG_00589	11
CHGG_00590	2
CHGG_00591	12
CHGG_00592	1
CHGG_00593	2
CHGG_00594	3
CHGG_00595	1
CHGG_00596	1
CHGG_00597	12
CHGG_00598	2
CHGG_00599	12
CHGG_00600	12
CHGG_00601	1
CHGG_00602	12
CHGG_00603	1
CHGG_00604	12
CHGG_00605	1
CHGG_00606	1
CHGG_00607	1
CHGG_00608	3
CHGG_00609	1
CHGG_00610	1
CHGG_00611	3
CHGG_00612	10
CHGG_00613	12
CHGG_00614	11
CHGG_00615	2
CHGG_00616	1
CHGG_00617	1
CHGG_00618	3
CHGG_00619	11
CHGG_00620	1
CHGG_00621	1
CHGG_00622	2
CHGG_00623	1
CHGG_00624	12
CHGG_00625	1
CHGG_00626	12
CHGG_00627	3
CHGG_00628	12
CHGG_00629	1
CHGG_00630	1
CHGG_00631	1
CHGG_00632	1
CHGG_00633	11
CHGG_00634	2
CHGG_00635	1
CHGG_00636	4
CHGG_00637	3
CHGG_00638	7
CHGG_00639	12
CHGG_00640	7
CHGG_00641	3
CHGG_00642	12
CHGG_00643	1
CHGG_00644	12
CHGG_00645	1
CHGG_00646	3
CHGG_00647	1
CHGG_00648	2
CHGG_00649	8
CHGG_00650	3
CHGG_00651	2
CHGG_00652	12
CHGG_00653	2
CHGG_00654	7
CHGG_00655	2
CHGG_00656	2
CHGG_00657	8
CHGG_00658	3
CHGG_00659	1
CHGG_00660	12
CHGG_00661	2
CHGG_00662	2
CHGG_00663	1
CHGG_00664	1
CHGG_00665	3
CHGG_00666	1
CHGG_00667	1
CHGG_00668	1
CHGG_00669	10
CHGG_00670	3
CHGG_00671	1
CHGG_00672	10
CHGG_00673	1
CHGG_00674	2
CHGG_00675	1
CHGG_00676	3
CHGG_00677	1
CHGG_00678	1
CHGG_00679	1
CHGG_00680	1
CHGG_00681	1
CHGG_00682	1
CHGG_00683	1
CHGG_00684	1
CHGG_00685	2
CHGG_00686	1
CHGG_00687	2
CHGG_00688	1
CHGG_00689	1
CHGG_00690	1
CHGG_00691	12
CHGG_00692	3
CHGG_00693	12
CHGG_00694	12
CHGG_00695	1
CHGG_00696	3
CHGG_00697	1
CHGG_00698	1
CHGG_00699	1
CHGG_00700	3
CHGG_00701	3
CHGG_00702	2
CHGG_00703	1
CHGG_00704	1
CHGG_00705	1
CHGG_00706	12
CHGG_00707	2
CHGG_00708	1
CHGG_00709	1
CHGG_00710	12
CHGG_00711	1
CHGG_00712	1
CHGG_00713	1
CHGG_00714	1
CHGG_00715	3
CHGG_00716	9
CHGG_00717	2
CHGG_00718	1
CHGG_00719	1
CHGG_00720	1
CHGG_00721	3
CHGG_00722	1
CHGG_00723	12
CHGG_00724	1
CHGG_00725	1
CHGG_00726	11
CHGG_00727	1
CHGG_00728	1
CHGG_00729	2
CHGG_00730	1
CHGG_00731	1
CHGG_00732	1
CHGG_00733	1
CHGG_00734	2
CHGG_00735	3
CHGG_00736	2
CHGG_00737	2
CHGG_00738	1
CHGG_00739	12
CHGG_00740	1
CHGG_00741	1
CHGG_00742	1
CHGG_00743	3
CHGG_00744	2
CHGG_00745	1
CHGG_00746	1
CHGG_00747	3
CHGG_00748	3
CHGG_00749	7
CHGG_00750	1
CHGG_00751	9
CHGG_00752	1
CHGG_00753	1
CHGG_00754	1
CHGG_00755	1
CHGG_00756	1
CHGG_00757	1
CHGG_00758	1
CHGG_00759	1
CHGG_00760	2
CHGG_00761	1
CHGG_00762	1
CHGG_00763	12
CHGG_00764	1
CHGG_00765	1
CHGG_00766	1
CHGG_00767	7
CHGG_00768	3
CHGG_00769	1
CHGG_00770	3
CHGG_00771	1
CHGG_00772	1
CHGG_00773	7
CHGG_00774	1
CHGG_00775	1
CHGG_00776	2
CHGG_00777	12
CHGG_00778	1
CHGG_00779	2
CHGG_00780	1
CHGG_00781	1
CHGG_00782	1
CHGG_00783	1
CHGG_00784	1
CHGG_00785	1
CHGG_00786	12
CHGG_00787	1
CHGG_00788	2
CHGG_00789	1
CHGG_00790	1
CHGG_00791	1
CHGG_00792	1
CHGG_00793	1
CHGG_00794	2
CHGG_00795	1
CHGG_00796	1
CHGG_00797	1
CHGG_00798	1
CHGG_00799	1
CHGG_00800	1
CHGG_00801	1
CHGG_00802	3
CHGG_00803	1
CHGG_00804	1
CHGG_00805	1
CHGG_00806	2
CHGG_00807	3
CHGG_00808	2
CHGG_00809	1
CHGG_00810	2
CHGG_00811	12
CHGG_00812	1
CHGG_00813	1
CHGG_00814	1
CHGG_00815	12
CHGG_00816	1
CHGG_00817	2
CHGG_00818	3
CHGG_00819	12
CHGG_00820	1
CHGG_00821	2
CHGG_00822	1
CHGG_00823	1
CHGG_00824	1
CHGG_00825	2
CHGG_00826	3
CHGG_00827	1
CHGG_00828	1
CHGG_00829	2
CHGG_00830	3
CHGG_00831	2
CHGG_00832	2
CHGG_00833	12
CHGG_00834	2
CHGG_00835	1
CHGG_00836	1
CHGG_00837	2
CHGG_00838	2
CHGG_00839	1
CHGG_00840	1
CHGG_00841	2
CHGG_00842	1
CHGG_00843	1
CHGG_00844	2
CHGG_00845	1
CHGG_00846	2
CHGG_00847	2
CHGG_00848	9
CHGG_00849	1
CHGG_00850	7
CHGG_00851	3
CHGG_00852	1
CHGG_00853	1
CHGG_00854	7
CHGG_00855	1
CHGG_00856	2
CHGG_00857	3
CHGG_00858	1
CHGG_00859	1
CHGG_00860	1
CHGG_00861	1
CHGG_00862	1
CHGG_00863	1
CHGG_00864	6
CHGG_00865	1
CHGG_00866	2
CHGG_00867	1
CHGG_00868	1
CHGG_00869	1
CHGG_00870	12
CHGG_00871	2
CHGG_00872	1
CHGG_00873	2
CHGG_00874	1
CHGG_00875	1
CHGG_00876	1
CHGG_00877	3
CHGG_00878	1
CHGG_00879	2
CHGG_00880	1
CHGG_00881	2
CHGG_00882	1
CHGG_00883	1
CHGG_00884	3
CHGG_00885	2
CHGG_00886	1
CHGG_00887	1
CHGG_00888	2
CHGG_00889	1
CHGG_00890	2
CHGG_00891	2
CHGG_00892	2
CHGG_00893	1
CHGG_00894	1
CHGG_00895	1
CHGG_00896	1
CHGG_00897	11
CHGG_00898	1
CHGG_00899	1
CHGG_00900	1
CHGG_00901	1
CHGG_00902	1
CHGG_00903	2
CHGG_00904	3
CHGG_00905	1
CHGG_00906	1
CHGG_00907	2
CHGG_00908	12
CHGG_00909	1
CHGG_00910	1
CHGG_00911	1
CHGG_00912	1
CHGG_00913	1
CHGG_00914	2
CHGG_00915	2
CHGG_00916	1
CHGG_00917	1
CHGG_00918	1
CHGG_00919	2
CHGG_00920	1
CHGG_00921	1
CHGG_00922	1
CHGG_00923	9
CHGG_00924	1
CHGG_00925	1
CHGG_00926	1
CHGG_00927	2
CHGG_00928	6
CHGG_00929	1
CHGG_00930	1
CHGG_00931	1
CHGG_00932	2
CHGG_00933	1
CHGG_00934	1
CHGG_00935	2
CHGG_00936	2
CHGG_00937	1
CHGG_00938	12
CHGG_00939	12
CHGG_00940	3
CHGG_00941	12
CHGG_00942	1
CHGG_00943	12
CHGG_00944	12
CHGG_00945	11
CHGG_00946	2
CHGG_00947	2
CHGG_00948	1
CHGG_00949	1
CHGG_00950	1
CHGG_00951	10
CHGG_00952	1
CHGG_00953	1
CHGG_00954	6
CHGG_00955	2
CHGG_00956	1
CHGG_00957	1
CHGG_00958	1
CHGG_00959	1
CHGG_00960	1
CHGG_00961	2
CHGG_00962	2
CHGG_00963	1
CHGG_00964	1
CHGG_00965	2
CHGG_00966	1
CHGG_00967	2
CHGG_00968	1
CHGG_00969	6
CHGG_00970	1
CHGG_00971	12
CHGG_00972	1
CHGG_00973	12
CHGG_00974	1
CHGG_00975	1
CHGG_00976	1
CHGG_00977	1
CHGG_00978	7
CHGG_00979	1
CHGG_00980	2
CHGG_00981	3
CHGG_00982	2
CHGG_00983	1
CHGG_00984	1
CHGG_00985	1
CHGG_00986	1
CHGG_00987	1
CHGG_00988	1
CHGG_00989	2
CHGG_00990	1
CHGG_00991	2
CHGG_00992	12
CHGG_00993	1
CHGG_00994	11
CHGG_00995	3
CHGG_00996	7
CHGG_00997	2
CHGG_00998	1
CHGG_00999	1
CHGG_01000	1
CHGG_01001	1
CHGG_01002	3
CHGG_01003	1
CHGG_01004	12
CHGG_01005	1
CHGG_01006	1
CHGG_01007	7
CHGG_01008	1
CHGG_01009	6
CHGG_01010	1
CHGG_01011	10
CHGG_01012	1
CHGG_01013	12
CHGG_01014	2
CHGG_01015	1
CHGG_01016	2
CHGG_01017	1
CHGG_01018	2
CHGG_01019	1
CHGG_01020	1
CHGG_01021	1
CHGG_01022	1
CHGG_01023	1
CHGG_01024	1
CHGG_01025	1
CHGG_01026	1
CHGG_01027	1
CHGG_01028	1
CHGG_01029	1
CHGG_01030	1
CHGG_01031	2
CHGG_01032	1
CHGG_01033	3
CHGG_01034	10
CHGG_01035	1
CHGG_01036	3
CHGG_01037	1
CHGG_01038	1
CHGG_01039	2
CHGG_01040	2
CHGG_01041	12
CHGG_01042	1
CHGG_01043	2
CHGG_01044	1
CHGG_01045	2
CHGG_01046	2
CHGG_01047	1
CHGG_01048	1
CHGG_01049	1
CHGG_01050	1
CHGG_01051	1
CHGG_01052	1
CHGG_01053	12
CHGG_01054	2
CHGG_01055	2
CHGG_01056	1
CHGG_01057	1
CHGG_01058	2
CHGG_01059	1
CHGG_01060	12
CHGG_01061	7
CHGG_01062	1
CHGG_01063	3
CHGG_01064	1
CHGG_01065	2
CHGG_01066	12
CHGG_01067	1
CHGG_01068	12
CHGG_01069	1
CHGG_01070	1
CHGG_01071	1
CHGG_01072	1
CHGG_01073	2
CHGG_01074	1
CHGG_01075	1
CHGG_01076	1
CHGG_01077	1
CHGG_01078	1
CHGG_01079	3
CHGG_01080	1
CHGG_01081	1
CHGG_01082	1
CHGG_01083	2
CHGG_01084	2
CHGG_01085	1
CHGG_01086	1
CHGG_01087	1
CHGG_01088	1
CHGG_01089	3
CHGG_01090	1
CHGG_01091	3
CHGG_01092	1
CHGG_01093	1
CHGG_01094	1
CHGG_01095	1
CHGG_01096	12
CHGG_01097	9
CHGG_01098	2
CHGG_01099	8
CHGG_01100	2
CHGG_01101	2
CHGG_01102	12
CHGG_01103	10
CHGG_01104	8
CHGG_01105	1
CHGG_01106	2
CHGG_01107	3
CHGG_01108	1
CHGG_01109	10
CHGG_01110	2
CHGG_01111	10
CHGG_01112	3
CHGG_01113	1
CHGG_01114	1
CHGG_01115	1
CHGG_01116	9
CHGG_01117	12
CHGG_01118	10
CHGG_01119	1
CHGG_01120	1
CHGG_01121	2
CHGG_01122	5
CHGG_01123	1
CHGG_01124	1
CHGG_01125	2
CHGG_01126	7
CHGG_01127	1
CHGG_01128	1
CHGG_01129	1
CHGG_01130	1
CHGG_01131	1
CHGG_01132	1
CHGG_01133	10
CHGG_01134	10
CHGG_01135	9
CHGG_01136	1
CHGG_01137	2
CHGG_01138	1
CHGG_01139	10
CHGG_01140	2
CHGG_01141	2
CHGG_01142	1
CHGG_01144	2
CHGG_01145	12
CHGG_01146	2
CHGG_01147	1
CHGG_01148	12
CHGG_01149	2
CHGG_01150	1
CHGG_01151	2
CHGG_01152	1
CHGG_01153	12
CHGG_01154	1
CHGG_01155	1
CHGG_01156	2
CHGG_01157	11
CHGG_01158	12
CHGG_01159	12
CHGG_01160	2
CHGG_01161	1
CHGG_01162	1
CHGG_01163	2
CHGG_01164	9
CHGG_01165	2
CHGG_01166	1
CHGG_01167	1
CHGG_01168	1
CHGG_01169	3
CHGG_01170	1
CHGG_01171	12
CHGG_01172	4
CHGG_01173	3
CHGG_01174	1
CHGG_01175	11
CHGG_01176	1
CHGG_01177	11
CHGG_01178	7
CHGG_01179	9
CHGG_01180	1
CHGG_01181	10
CHGG_01182	11
CHGG_01183	6
CHGG_01184	12
CHGG_01185	3
CHGG_01186	1
CHGG_01187	2
CHGG_01188	1
CHGG_01189	9
CHGG_01190	8
CHGG_01191	1
CHGG_01192	11
CHGG_01193	6
CHGG_01194	10
CHGG_01195	12
CHGG_01196	1
CHGG_01197	12
CHGG_01198	9
CHGG_01199	11
CHGG_01200	12
CHGG_01201	11
CHGG_01202	6
CHGG_01203	1
CHGG_01204	1
CHGG_01205	12
CHGG_01206	12
CHGG_01207	1
CHGG_01208	2
CHGG_01209	1
CHGG_01210	3
CHGG_01211	3
CHGG_01212	1
CHGG_01213	11
CHGG_01214	1
CHGG_01215	11
CHGG_01216	1
CHGG_01217	1
CHGG_01218	1
CHGG_01219	10
CHGG_01220	1
CHGG_01221	1
CHGG_01222	2
CHGG_01223	1
CHGG_01224	7
CHGG_01225	4
CHGG_01226	1
CHGG_01227	1
CHGG_01228	1
CHGG_01229	1
CHGG_01230	1
CHGG_01231	6
CHGG_01232	11
CHGG_01233	1
CHGG_01234	1
CHGG_01235	1
CHGG_01236	4
CHGG_01237	6
CHGG_01238	1
CHGG_01239	1
CHGG_01240	1
CHGG_01241	2
CHGG_01242	1
CHGG_01243	1
CHGG_01244	3
CHGG_01245	1
CHGG_01246	1
CHGG_01247	6
CHGG_01248	1
CHGG_01249	1
CHGG_01250	2
CHGG_01251	12
CHGG_01252	12
CHGG_01253	3
CHGG_01254	1
CHGG_01255	12
CHGG_01256	2
CHGG_01257	6
CHGG_01258	1
CHGG_01259	1
CHGG_01260	1
CHGG_01261	1
CHGG_01262	1
CHGG_01263	6
CHGG_01264	1
CHGG_01265	2
CHGG_01266	2
CHGG_01267	2
CHGG_01268	1
CHGG_01269	10
CHGG_01270	1
CHGG_01271	1
CHGG_01272	1
CHGG_01273	1
CHGG_01274	6
CHGG_01275	10
CHGG_01276	12
CHGG_01277	1
CHGG_01278	12
CHGG_01279	1
CHGG_01280	1
CHGG_01281	1
CHGG_01282	2
CHGG_01283	2
CHGG_01284	1
CHGG_01285	1
CHGG_01286	1
CHGG_01287	1
CHGG_01288	1
CHGG_01289	1
CHGG_01290	1
CHGG_01291	11
CHGG_01292	3
CHGG_01293	2
CHGG_01294	10
CHGG_01295	8
CHGG_01296	2
CHGG_01297	1
CHGG_01298	3
CHGG_01299	1
CHGG_01300	6
CHGG_01301	1
CHGG_01302	1
CHGG_01303	2
CHGG_01304	1
CHGG_01305	4
CHGG_01306	1
CHGG_01308	6
CHGG_01309	1
CHGG_01310	1
CHGG_01311	1
CHGG_01312	1
CHGG_01313	1
CHGG_01314	1
CHGG_01315	10
CHGG_01316	1
CHGG_01317	4
CHGG_01318	1
CHGG_01319	4
CHGG_01320	2
CHGG_01321	1
CHGG_01322	1
CHGG_01323	1
CHGG_01324	3
CHGG_01325	1
CHGG_01326	6
CHGG_01327	2
CHGG_01328	1
CHGG_01329	9
CHGG_01330	3
CHGG_01331	11
CHGG_01332	3
CHGG_01333	1
CHGG_01334	1
CHGG_01335	2
CHGG_01336	1
CHGG_01337	1
CHGG_01338	2
CHGG_01339	2
CHGG_01340	3
CHGG_01341	1
CHGG_01342	1
CHGG_01343	1
CHGG_01344	1
CHGG_01345	1
CHGG_01346	1
CHGG_01347	1
CHGG_01348	3
CHGG_01349	2
CHGG_01350	1
CHGG_01351	3
CHGG_01352	12
CHGG_01353	1
CHGG_01354	1
CHGG_01355	1
CHGG_01356	3
CHGG_01357	1
CHGG_01358	1
CHGG_01359	3
CHGG_01360	1
CHGG_01361	11
CHGG_01362	8
CHGG_01363	2
CHGG_01364	2
CHGG_01365	1
CHGG_01366	1
CHGG_01367	1
CHGG_01368	12
CHGG_01369	1
CHGG_01370	2
CHGG_01371	1
CHGG_01372	6
CHGG_01373	1
CHGG_01374	1
CHGG_01375	1
CHGG_01376	12
CHGG_01377	12
CHGG_01378	1
CHGG_01379	1
CHGG_01380	1
CHGG_01381	6
CHGG_01382	1
CHGG_01383	1
CHGG_01384	1
CHGG_01385	1
CHGG_01386	1
CHGG_01387	2
CHGG_01388	1
CHGG_01389	1
CHGG_01390	1
CHGG_01391	1
CHGG_01392	1
CHGG_01393	7
CHGG_01394	6
CHGG_01395	2
CHGG_01396	1
CHGG_01397	1
CHGG_01398	1
CHGG_01399	1
CHGG_01400	12
