qseqid	PS
XP_001219332.1	3
XP_001219333.1	1
XP_001219334.1	12
XP_001219335.1	1
XP_001219336.1	2
XP_001219337.1	10
XP_001219338.1	1
XP_001219339.1	2
XP_001219340.1	1
XP_001219341.1	10
XP_001219342.1	10
XP_001219343.1	3
XP_001219344.1	7
XP_001219345.1	3
XP_001219346.1	1
XP_001219347.1	12
XP_001219348.1	1
XP_001219349.1	1
XP_001219350.1	1
XP_001219351.1	1
XP_001219352.1	2
XP_001219353.1	1
XP_001219354.1	1
XP_001219355.1	1
XP_001219356.1	12
XP_001219357.1	3
XP_001219358.1	6
XP_001219359.1	1
XP_001219360.1	1
XP_001219361.1	6
XP_001219362.1	1
XP_001219363.1	1
XP_001219364.1	1
XP_001219365.1	1
XP_001219366.1	2
XP_001219367.1	1
XP_001219368.1	12
XP_001219369.1	2
XP_001219370.1	6
XP_001219371.1	12
XP_001219372.1	9
XP_001219373.1	1
XP_001219374.1	2
XP_001219375.1	6
XP_001219376.1	1
XP_001219377.1	12
XP_001219378.1	12
XP_001219379.1	1
XP_001219380.1	12
XP_001219381.1	12
XP_001219382.1	6
XP_001219383.1	2
XP_001219384.1	12
XP_001219385.1	1
XP_001219386.1	10
XP_001219387.1	1
XP_001219388.1	2
XP_001219389.1	1
XP_001219390.1	2
XP_001219391.1	12
XP_001219392.1	1
XP_001219393.1	1
XP_001219394.1	1
XP_001219395.1	3
XP_001219396.1	2
XP_001219397.1	1
XP_001219398.1	1
XP_001219399.1	2
XP_001219400.1	2
XP_001219401.1	2
XP_001219402.1	1
XP_001219403.1	1
XP_001219404.1	2
XP_001219405.1	1
XP_001219406.1	1
XP_001219407.1	2
XP_001219408.1	10
XP_001219409.1	2
XP_001219410.1	1
XP_001219411.1	1
XP_001219412.1	12
XP_001219413.1	6
XP_001219414.1	7
XP_001219415.1	6
XP_001219416.1	10
XP_001219417.1	1
XP_001219418.1	1
XP_001219419.1	1
XP_001219420.1	2
XP_001219421.1	6
XP_001219422.1	1
XP_001219423.1	6
XP_001219424.1	7
XP_001219425.1	1
XP_001219426.1	1
XP_001219427.1	1
XP_001219428.1	1
XP_001219429.1	1
XP_001219430.1	1
XP_001219431.1	1
XP_001219432.1	6
XP_001219433.1	3
XP_001219434.1	1
XP_001219435.1	1
XP_001219436.1	1
XP_001219437.1	12
XP_001219438.1	1
XP_001219439.1	11
XP_001219440.1	1
XP_001219441.1	1
XP_001219442.1	1
XP_001219443.1	1
XP_001219444.1	4
XP_001219445.1	1
XP_001219446.1	12
XP_001219447.1	12
XP_001219448.1	1
XP_001219449.1	3
XP_001219450.1	1
XP_001219451.1	1
XP_001219452.1	2
XP_001219453.1	2
XP_001219454.1	1
XP_001219455.1	12
XP_001219456.1	1
XP_001219457.1	6
XP_001219458.1	11
XP_001219459.1	3
XP_001219460.1	1
XP_001219461.1	1
XP_001219462.1	4
XP_001219463.1	3
XP_001219464.1	1
XP_001219465.1	1
XP_001219466.1	1
XP_001219467.1	1
XP_001219468.1	12
XP_001219469.1	12
XP_001219470.1	12
XP_001219471.1	10
XP_001219472.1	2
XP_001219473.1	6
XP_001219474.1	1
XP_001219475.1	10
XP_001219476.1	1
XP_001219477.1	3
XP_001219478.1	6
XP_001219479.1	1
XP_001219480.1	1
XP_001219481.1	6
XP_001219482.1	1
XP_001219483.1	12
XP_001219484.1	1
XP_001219485.1	3
XP_001219486.1	1
XP_001219487.1	1
XP_001219488.1	1
XP_001219489.1	2
XP_001219490.1	1
XP_001219491.1	1
XP_001219492.1	7
XP_001219493.1	1
XP_001219494.1	1
XP_001219495.1	12
XP_001219496.1	12
XP_001219497.1	1
XP_001219498.1	12
XP_001219499.1	12
XP_001219500.1	1
XP_001219501.1	1
XP_001219502.1	7
XP_001219503.1	6
XP_001219504.1	1
XP_001219505.1	1
XP_001219506.1	12
XP_001219507.1	1
XP_001219508.1	1
XP_001219509.1	6
XP_001219510.1	1
XP_001219511.1	1
XP_001219512.1	6
XP_001219513.1	12
XP_001219514.1	9
XP_001219515.1	1
XP_001219516.1	1
XP_001219517.1	9
XP_001219518.1	7
XP_001219519.1	6
XP_001219520.1	2
XP_001219521.1	1
XP_001219522.1	1
XP_001219523.1	1
XP_001219524.1	1
XP_001219525.1	1
XP_001219526.1	1
XP_001219527.1	1
XP_001219528.1	1
XP_001219529.1	2
XP_001219530.1	12
XP_001219531.1	1
XP_001219532.1	2
XP_001219533.1	1
XP_001219534.1	1
XP_001219535.1	3
XP_001219536.1	12
XP_001219537.1	1
XP_001219538.1	12
XP_001219539.1	2
XP_001219540.1	2
XP_001219541.1	12
XP_001219542.1	2
XP_001219543.1	1
XP_001219544.1	1
XP_001219545.1	6
XP_001219546.1	7
XP_001219547.1	11
XP_001219548.1	12
XP_001219549.1	6
XP_001219550.1	1
XP_001219551.1	9
XP_001219552.1	3
XP_001219553.1	1
XP_001219554.1	2
XP_001219555.1	1
XP_001219556.1	2
XP_001219557.1	1
XP_001219558.1	1
XP_001219559.1	1
XP_001219560.1	9
XP_001219561.1	10
XP_001219562.1	3
XP_001219563.1	1
XP_001219564.1	11
XP_001219565.1	12
XP_001219566.1	6
XP_001219567.1	3
XP_001219568.1	3
XP_001219569.1	1
XP_001219570.1	1
XP_001219571.1	12
XP_001219572.1	1
XP_001219573.1	1
XP_001219574.1	1
XP_001219575.1	7
XP_001219576.1	11
XP_001219577.1	12
XP_001219578.1	1
XP_001219579.1	2
XP_001219580.1	2
XP_001219581.1	12
XP_001219582.1	1
XP_001219583.1	1
XP_001219584.1	2
XP_001219585.1	1
XP_001219586.1	1
XP_001219587.1	2
XP_001219588.1	11
XP_001219589.1	11
XP_001219590.1	1
XP_001219591.1	7
XP_001219592.1	1
XP_001219593.1	1
XP_001219594.1	11
XP_001219595.1	6
XP_001219596.1	2
XP_001219597.1	2
XP_001219598.1	1
XP_001219599.1	1
XP_001219600.1	1
XP_001219601.1	2
XP_001219602.1	2
XP_001219603.1	1
XP_001219604.1	1
XP_001219605.1	1
XP_001219606.1	12
XP_001219607.1	2
XP_001219608.1	1
XP_001219609.1	2
XP_001219610.1	3
XP_001219611.1	2
XP_001219612.1	2
XP_001219613.1	1
XP_001219614.1	12
XP_001219615.1	3
XP_001219616.1	2
XP_001219617.1	2
XP_001219618.1	1
XP_001219619.1	1
XP_001219620.1	2
XP_001219621.1	1
XP_001219622.1	1
XP_001219623.1	1
XP_001219624.1	2
XP_001219625.1	1
XP_001219626.1	12
XP_001219627.1	1
XP_001219628.1	1
XP_001219629.1	2
XP_001219630.1	1
XP_001219631.1	2
XP_001219632.1	1
XP_001219633.1	2
XP_001219634.1	1
XP_001219635.1	2
XP_001219636.1	2
XP_001219637.1	2
XP_001219638.1	12
XP_001219639.1	2
XP_001219640.1	3
XP_001219641.1	2
XP_001219642.1	1
XP_001219643.1	1
XP_001219644.1	3
XP_001219645.1	1
XP_001219646.1	10
XP_001219647.1	1
XP_001219648.1	1
XP_001219649.1	1
XP_001219650.1	2
XP_001219651.1	1
XP_001219652.1	1
XP_001219653.1	1
XP_001219654.1	2
XP_001219655.1	3
XP_001219656.1	12
XP_001219657.1	2
XP_001219658.1	1
XP_001219659.1	1
XP_001219660.1	1
XP_001219661.1	1
XP_001219662.1	1
XP_001219663.1	3
XP_001219664.1	3
XP_001219665.1	2
XP_001219666.1	2
XP_001219667.1	1
XP_001219668.1	1
XP_001219669.1	1
XP_001219670.1	1
XP_001219671.1	1
XP_001219672.1	1
XP_001219673.1	1
XP_001219674.1	2
XP_001219675.1	1
XP_001219676.1	1
XP_001219677.1	1
XP_001219678.1	1
XP_001219679.1	1
XP_001219680.1	1
XP_001219681.1	3
XP_001219682.1	1
XP_001219683.1	2
XP_001219684.1	1
XP_001219685.1	1
XP_001219686.1	2
XP_001219687.1	1
XP_001219688.1	1
XP_001219689.1	2
XP_001219690.1	1
XP_001219691.1	1
XP_001219692.1	12
XP_001219693.1	6
XP_001219694.1	1
XP_001219695.1	1
XP_001219696.1	6
XP_001219697.1	6
XP_001219698.1	1
XP_001219699.1	1
XP_001219700.1	12
XP_001219701.1	1
XP_001219702.1	1
XP_001219703.1	1
XP_001219704.1	1
XP_001219705.1	1
XP_001219706.1	6
XP_001219707.1	2
XP_001219708.1	1
XP_001219709.1	2
XP_001219710.1	1
XP_001219711.1	9
XP_001219712.1	1
XP_001219713.1	1
XP_001219714.1	10
XP_001219715.1	10
XP_001219716.1	1
XP_001219717.1	6
XP_001219718.1	12
XP_001219719.1	1
XP_001219720.1	1
XP_001219721.1	12
XP_001219722.1	3
XP_001219723.1	2
XP_001219724.1	2
XP_001219725.1	12
XP_001219726.1	2
XP_001219727.1	2
XP_001219728.1	12
XP_001219729.1	1
XP_001219730.1	12
XP_001219731.1	2
XP_001219732.1	8
XP_001219733.1	1
XP_001219734.1	1
XP_001219735.1	1
XP_001219736.1	3
XP_001219737.1	1
XP_001219738.1	1
XP_001219739.1	1
XP_001219740.1	2
XP_001219741.1	1
XP_001219742.1	1
XP_001219743.1	1
XP_001219744.1	1
XP_001219745.1	1
XP_001219746.1	6
XP_001219747.1	1
XP_001219748.1	2
XP_001219749.1	1
XP_001219750.1	2
XP_001219751.1	1
XP_001219752.1	1
XP_001219753.1	1
XP_001219754.1	1
XP_001219755.1	1
XP_001219756.1	1
XP_001219757.1	1
XP_001219758.1	12
XP_001219759.1	12
XP_001219760.1	1
XP_001219761.1	12
XP_001219762.1	12
XP_001219763.1	1
XP_001219764.1	1
XP_001219765.1	2
XP_001219766.1	2
XP_001219767.1	1
XP_001219768.1	1
XP_001219769.1	2
XP_001219770.1	2
XP_001219771.1	1
XP_001219772.1	3
XP_001219773.1	1
XP_001219774.1	1
XP_001219775.1	2
XP_001219776.1	12
XP_001219777.1	2
XP_001219778.1	1
XP_001219779.1	1
XP_001219780.1	1
XP_001219781.1	1
XP_001219782.1	1
XP_001219783.1	2
XP_001219784.1	1
XP_001219785.1	7
XP_001219786.1	8
XP_001219787.1	12
XP_001219788.1	1
XP_001219789.1	2
XP_001219790.1	2
XP_001219791.1	1
XP_001219792.1	2
XP_001219793.1	6
XP_001219794.1	12
XP_001219795.1	1
XP_001219796.1	1
XP_001219797.1	2
XP_001219798.1	12
XP_001219799.1	11
XP_001219800.1	1
XP_001219801.1	1
XP_001219802.1	1
XP_001219803.1	1
XP_001219804.1	1
XP_001219805.1	2
XP_001219806.1	1
XP_001219807.1	1
XP_001219808.1	1
XP_001219809.1	2
XP_001219810.1	11
XP_001219811.1	2
XP_001219812.1	12
XP_001219813.1	1
XP_001219814.1	2
XP_001219815.1	3
XP_001219816.1	1
XP_001219817.1	1
XP_001219818.1	12
XP_001219819.1	2
XP_001219820.1	12
XP_001219821.1	12
XP_001219822.1	1
XP_001219823.1	12
XP_001219824.1	1
XP_001219825.1	12
XP_001219826.1	1
XP_001219827.1	1
XP_001219828.1	1
XP_001219829.1	3
XP_001219830.1	1
XP_001219831.1	1
XP_001219832.1	3
XP_001219833.1	10
XP_001219834.1	12
XP_001219835.1	11
XP_001219836.1	2
XP_001219837.1	1
XP_001219838.1	1
XP_001219839.1	3
XP_001219840.1	11
XP_001219841.1	1
XP_001219842.1	1
XP_001219843.1	2
XP_001219844.1	1
XP_001219845.1	12
XP_001219846.1	1
XP_001219847.1	12
XP_001219848.1	3
XP_001219849.1	12
XP_001219850.1	1
XP_001219851.1	1
XP_001219852.1	1
XP_001219853.1	1
XP_001219854.1	11
XP_001219855.1	2
XP_001219856.1	1
XP_001219857.1	4
XP_001219858.1	3
XP_001219859.1	7
XP_001219860.1	12
XP_001219861.1	7
XP_001219862.1	3
XP_001219863.1	12
XP_001219864.1	1
XP_001219865.1	12
XP_001219866.1	1
XP_001219867.1	3
XP_001219868.1	1
XP_001219869.1	2
XP_001219870.1	8
XP_001219871.1	3
XP_001219872.1	2
XP_001219873.1	12
XP_001219874.1	2
XP_001219875.1	7
XP_001219876.1	2
XP_001219877.1	2
XP_001219878.1	8
XP_001219879.1	3
XP_001219880.1	1
XP_001219881.1	12
XP_001219882.1	2
XP_001219883.1	2
XP_001219884.1	1
XP_001219885.1	1
XP_001219886.1	3
XP_001219887.1	1
XP_001219888.1	1
XP_001219889.1	1
XP_001219890.1	10
XP_001219891.1	3
XP_001219892.1	1
XP_001219893.1	10
XP_001219894.1	1
XP_001219895.1	2
XP_001219896.1	1
XP_001219897.1	3
XP_001219898.1	1
XP_001219899.1	1
XP_001219900.1	1
XP_001219901.1	1
XP_001219902.1	1
XP_001219903.1	1
XP_001219904.1	1
XP_001219905.1	1
XP_001219906.1	2
XP_001219907.1	1
XP_001219908.1	2
XP_001219909.1	1
XP_001219910.1	1
XP_001219911.1	1
XP_001219912.1	12
XP_001219913.1	3
XP_001219914.1	12
XP_001219915.1	12
XP_001219916.1	1
XP_001219917.1	3
XP_001219918.1	1
XP_001219918.1	2
XP_001219919.1	1
XP_001219920.1	1
XP_001219921.1	3
XP_001219922.1	3
XP_001219923.1	2
XP_001219924.1	1
XP_001219925.1	1
XP_001219926.1	1
XP_001219927.1	12
XP_001219928.1	2
XP_001219929.1	1
XP_001219930.1	1
XP_001219931.1	12
XP_001219932.1	1
XP_001219933.1	1
XP_001219934.1	1
XP_001219935.1	1
XP_001219936.1	3
XP_001219937.1	9
XP_001219938.1	2
XP_001219939.1	1
XP_001219940.1	1
XP_001219941.1	1
XP_001219942.1	3
XP_001219943.1	1
XP_001219944.1	12
XP_001219945.1	1
XP_001219946.1	1
XP_001219947.1	11
XP_001219948.1	1
XP_001219949.1	1
XP_001219950.1	2
XP_001219951.1	1
XP_001219952.1	1
XP_001219953.1	1
XP_001219954.1	1
XP_001219955.1	2
XP_001219956.1	3
XP_001219957.1	2
XP_001219958.1	2
XP_001219959.1	1
XP_001219960.1	12
XP_001219961.1	1
XP_001219962.1	1
XP_001219963.1	1
XP_001219964.1	3
XP_001219965.1	2
XP_001219966.1	1
XP_001219967.1	1
XP_001219968.1	3
XP_001219969.1	3
XP_001219970.1	7
XP_001219971.1	1
XP_001219972.1	9
XP_001219973.1	1
XP_001219974.1	1
XP_001219975.1	1
XP_001219976.1	1
XP_001219977.1	1
XP_001219978.1	1
XP_001219979.1	1
XP_001219980.1	1
XP_001219981.1	2
XP_001219982.1	1
XP_001219983.1	1
XP_001219984.1	12
XP_001219985.1	1
XP_001219986.1	1
XP_001219987.1	1
XP_001219988.1	7
XP_001219989.1	3
XP_001219990.1	1
XP_001219991.1	3
XP_001219992.1	1
XP_001219993.1	1
XP_001219994.1	7
XP_001219995.1	1
XP_001219996.1	1
XP_001219997.1	2
XP_001219998.1	12
XP_001219999.1	1
XP_001220000.1	2
XP_001220001.1	1
XP_001220002.1	1
XP_001220003.1	1
XP_001220004.1	1
XP_001220005.1	1
XP_001220006.1	1
XP_001220007.1	12
XP_001220008.1	1
XP_001220009.1	2
XP_001220010.1	1
XP_001220011.1	1
XP_001220012.1	1
XP_001220013.1	1
XP_001220014.1	1
XP_001220015.1	2
XP_001220016.1	1
XP_001220017.1	1
XP_001220018.1	1
XP_001220019.1	1
XP_001220020.1	1
XP_001220021.1	1
XP_001220022.1	1
XP_001220023.1	3
XP_001220024.1	1
XP_001220025.1	1
XP_001220026.1	1
XP_001220027.1	2
XP_001220028.1	3
XP_001220029.1	2
XP_001220030.1	1
XP_001220031.1	2
XP_001220032.1	12
XP_001220033.1	1
XP_001220034.1	1
XP_001220035.1	1
XP_001220036.1	12
XP_001220037.1	1
XP_001220038.1	2
XP_001220039.1	3
XP_001220040.1	12
XP_001220041.1	1
XP_001220042.1	2
XP_001220043.1	1
XP_001220044.1	1
XP_001220045.1	1
XP_001220046.1	2
XP_001220047.1	3
XP_001220048.1	1
XP_001220049.1	1
XP_001220050.1	2
XP_001220051.1	3
XP_001220052.1	2
XP_001220053.1	2
XP_001220054.1	12
XP_001220055.1	2
XP_001220056.1	1
XP_001220057.1	1
XP_001220058.1	2
XP_001220059.1	2
XP_001220060.1	1
XP_001220061.1	1
XP_001220062.1	2
XP_001220063.1	1
XP_001220064.1	1
XP_001220065.1	2
XP_001220066.1	1
XP_001220067.1	2
XP_001220068.1	2
XP_001220069.1	9
XP_001220070.1	1
XP_001220071.1	7
XP_001220072.1	3
XP_001220073.1	1
XP_001220074.1	1
XP_001220075.1	7
XP_001220076.1	1
XP_001220077.1	2
XP_001220078.1	3
XP_001220079.1	1
XP_001220080.1	1
XP_001220081.1	1
XP_001220082.1	1
XP_001220083.1	1
XP_001220084.1	1
XP_001220085.1	6
XP_001220086.1	1
XP_001220087.1	2
XP_001220088.1	1
XP_001220089.1	1
XP_001220090.1	1
XP_001220091.1	12
XP_001220092.1	2
XP_001220093.1	1
XP_001220094.1	2
XP_001220095.1	1
XP_001220096.1	1
XP_001220097.1	1
XP_001220098.1	3
XP_001220099.1	1
XP_001220100.1	2
XP_001220101.1	1
XP_001220102.1	2
XP_001220103.1	1
XP_001220104.1	1
XP_001220105.1	3
XP_001220106.1	2
XP_001220107.1	1
XP_001220108.1	1
XP_001220109.1	2
XP_001220110.1	1
XP_001220111.1	2
XP_001220112.1	2
XP_001220113.1	2
XP_001220114.1	1
XP_001220115.1	1
XP_001220116.1	1
XP_001220117.1	1
XP_001220118.1	11
XP_001220119.1	1
XP_001220120.1	1
XP_001220121.1	1
XP_001220122.1	1
XP_001220123.1	1
XP_001220124.1	2
XP_001220125.1	3
XP_001220126.1	1
XP_001220127.1	1
XP_001220128.1	2
XP_001220129.1	12
XP_001220130.1	1
XP_001220131.1	1
XP_001220132.1	1
XP_001220133.1	1
XP_001220134.1	1
XP_001220135.1	2
XP_001220136.1	2
XP_001220137.1	1
XP_001220138.1	1
XP_001220139.1	1
XP_001220140.1	2
XP_001220141.1	1
XP_001220142.1	1
XP_001220143.1	1
XP_001220144.1	9
XP_001220145.1	1
XP_001220146.1	1
XP_001220147.1	1
XP_001220148.1	2
XP_001220149.1	6
XP_001220150.1	1
XP_001220151.1	1
XP_001220152.1	1
XP_001220153.1	2
XP_001220154.1	1
XP_001220155.1	1
XP_001220156.1	2
XP_001220157.1	2
XP_001220158.1	1
XP_001220159.1	12
XP_001220160.1	12
XP_001220161.1	3
XP_001220162.1	12
XP_001220163.1	1
XP_001220164.1	12
XP_001220165.1	12
XP_001220166.1	11
XP_001220167.1	2
XP_001220168.1	2
XP_001220169.1	1
XP_001220170.1	1
XP_001220171.1	1
XP_001220172.1	10
XP_001220173.1	1
XP_001220174.1	1
XP_001220175.1	6
XP_001220176.1	2
XP_001220177.1	1
XP_001220178.1	1
XP_001220179.1	1
XP_001220180.1	1
XP_001220181.1	1
XP_001220182.1	2
XP_001220183.1	2
XP_001220184.1	1
XP_001220185.1	1
XP_001220186.1	2
XP_001220187.1	1
XP_001220188.1	2
XP_001220189.1	1
XP_001220190.1	6
XP_001220191.1	1
XP_001220192.1	12
XP_001220193.1	1
XP_001220194.1	12
XP_001220195.1	1
XP_001220196.1	1
XP_001220197.1	1
XP_001220198.1	1
XP_001220199.1	7
XP_001220200.1	1
XP_001220201.1	2
XP_001220202.1	3
XP_001220203.1	2
XP_001220204.1	1
XP_001220205.1	1
XP_001220206.1	1
XP_001220207.1	1
XP_001220208.1	1
XP_001220209.1	1
XP_001220210.1	2
XP_001220211.1	1
XP_001220212.1	2
XP_001220213.1	12
XP_001220214.1	1
XP_001220215.1	11
XP_001220216.1	3
XP_001220217.1	7
XP_001220218.1	2
XP_001220219.1	1
XP_001220220.1	1
XP_001220221.1	1
XP_001220222.1	1
XP_001220223.1	3
XP_001220224.1	1
XP_001220225.1	12
XP_001220226.1	1
XP_001220227.1	1
XP_001220228.1	7
XP_001220229.1	1
XP_001220230.1	6
XP_001220231.1	1
XP_001220232.1	10
XP_001220233.1	1
XP_001220234.1	12
XP_001220235.1	2
XP_001220236.1	1
XP_001220237.1	2
XP_001220238.1	1
XP_001220239.1	2
XP_001220240.1	1
XP_001220241.1	1
XP_001220242.1	1
XP_001220243.1	1
XP_001220244.1	1
XP_001220245.1	1
XP_001220246.1	1
XP_001220247.1	1
XP_001220248.1	1
XP_001220249.1	1
XP_001220250.1	1
XP_001220251.1	1
XP_001220252.1	2
XP_001220253.1	1
XP_001220254.1	3
XP_001220255.1	10
XP_001220256.1	1
XP_001220257.1	3
XP_001220258.1	1
XP_001220259.1	1
XP_001220260.1	2
XP_001220261.1	2
XP_001220262.1	12
XP_001220263.1	1
XP_001220264.1	2
XP_001220265.1	1
XP_001220266.1	2
XP_001220267.1	2
XP_001220268.1	1
XP_001220269.1	1
XP_001220270.1	1
XP_001220271.1	1
XP_001220272.1	1
XP_001220273.1	1
XP_001220274.1	12
XP_001220275.1	2
XP_001220276.1	2
XP_001220277.1	1
XP_001220278.1	1
XP_001220279.1	2
XP_001220280.1	1
XP_001220281.1	12
XP_001220282.1	7
XP_001220283.1	1
XP_001220284.1	3
XP_001220285.1	1
XP_001220286.1	2
XP_001220287.1	12
XP_001220288.1	1
XP_001220289.1	12
XP_001220290.1	1
XP_001220291.1	1
XP_001220292.1	1
XP_001220293.1	1
XP_001220294.1	2
XP_001220295.1	1
XP_001220296.1	1
XP_001220297.1	1
XP_001220298.1	1
XP_001220299.1	1
XP_001220300.1	3
XP_001220301.1	1
XP_001220302.1	1
XP_001220303.1	1
XP_001220304.1	2
XP_001220305.1	2
XP_001220306.1	1
XP_001220307.1	1
XP_001220308.1	1
XP_001220309.1	1
XP_001220310.1	3
XP_001220311.1	1
XP_001220312.1	3
XP_001220313.1	1
XP_001220314.1	1
XP_001220315.1	1
XP_001220316.1	1
XP_001220317.1	12
XP_001220318.1	9
XP_001220319.1	2
XP_001220320.1	8
XP_001220321.1	2
XP_001220322.1	2
XP_001220323.1	12
XP_001220324.1	10
XP_001220325.1	8
XP_001220326.1	1
XP_001220327.1	2
XP_001220328.1	3
XP_001220329.1	1
XP_001220330.1	10
XP_001220331.1	2
XP_001220332.1	10
XP_001220333.1	3
XP_001220334.1	1
XP_001220335.1	1
XP_001220336.1	1
XP_001220337.1	9
XP_001220338.1	12
XP_001220339.1	10
XP_001220340.1	1
XP_001220341.1	1
XP_001220342.1	2
XP_001220343.1	5
XP_001220344.1	1
XP_001220345.1	1
XP_001220346.1	2
XP_001220347.1	7
XP_001220348.1	1
XP_001220349.1	1
XP_001220350.1	1
XP_001220351.1	1
XP_001220352.1	1
XP_001220353.1	1
XP_001220354.1	10
XP_001220355.1	10
XP_001220356.1	9
XP_001220357.1	1
XP_001220358.1	2
XP_001220359.1	1
XP_001220360.1	10
XP_001220361.1	2
XP_001220362.1	2
XP_001220363.1	1
XP_001220365.1	2
XP_001220366.1	12
XP_001220367.1	2
XP_001220368.1	1
XP_001220369.1	12
XP_001220370.1	2
XP_001220371.1	1
XP_001220372.1	2
XP_001220373.1	1
XP_001220374.1	12
XP_001220375.1	1
XP_001220376.1	1
XP_001220377.1	2
XP_001220378.1	11
XP_001220379.1	12
XP_001220380.1	12
XP_001220381.1	2
XP_001220382.1	1
XP_001220383.1	1
XP_001220384.1	2
XP_001220385.1	9
XP_001220386.1	2
XP_001220387.1	1
XP_001220388.1	1
XP_001220389.1	1
XP_001220390.1	3
XP_001220391.1	1
XP_001220392.1	12
XP_001220393.1	4
XP_001220394.1	3
XP_001220395.1	1
XP_001220396.1	11
XP_001220397.1	1
XP_001220398.1	11
XP_001220399.1	7
XP_001220400.1	9
XP_001220401.1	1
XP_001220402.1	10
XP_001220403.1	11
XP_001220404.1	6
XP_001220405.1	12
XP_001220406.1	3
XP_001220407.1	1
XP_001220408.1	2
XP_001220409.1	1
XP_001220410.1	9
XP_001220411.1	8
XP_001220412.1	1
XP_001220413.1	11
XP_001220414.1	6
XP_001220415.1	10
XP_001220416.1	12
XP_001220417.1	1
XP_001220418.1	12
XP_001220419.1	9
XP_001220420.1	11
XP_001220421.1	12
XP_001220422.1	11
XP_001220423.1	6
XP_001220424.1	1
XP_001220425.1	1
XP_001220426.1	12
XP_001220427.1	12
XP_001220428.1	1
XP_001220429.1	2
XP_001220430.1	1
XP_001220431.1	3
XP_001220432.1	3
XP_001220433.1	1
XP_001220434.1	11
XP_001220435.1	1
XP_001220436.1	11
XP_001220437.1	1
XP_001220438.1	1
XP_001220439.1	1
XP_001220440.1	10
XP_001220441.1	1
XP_001220442.1	1
XP_001220443.1	2
XP_001220444.1	1
XP_001220445.1	7
XP_001220446.1	4
XP_001220447.1	1
XP_001220448.1	1
XP_001220449.1	1
XP_001220450.1	1
XP_001220451.1	1
XP_001220452.1	6
XP_001220453.1	11
XP_001220454.1	1
XP_001220455.1	1
XP_001220456.1	1
XP_001220457.1	4
XP_001220458.1	6
XP_001220459.1	1
XP_001220460.1	1
XP_001220461.1	1
XP_001220462.1	2
XP_001220463.1	1
XP_001220464.1	1
XP_001220465.1	3
XP_001220466.1	1
XP_001220467.1	1
XP_001220468.1	6
XP_001220469.1	1
XP_001220470.1	1
XP_001220471.1	2
XP_001220472.1	12
XP_001220473.1	12
XP_001220474.1	3
XP_001220475.1	1
XP_001220476.1	12
XP_001220477.1	2
XP_001220478.1	6
XP_001220479.1	1
XP_001220480.1	1
XP_001220481.1	1
XP_001220482.1	1
XP_001220483.1	1
XP_001220484.1	6
XP_001220485.1	1
XP_001220486.1	2
XP_001220487.1	2
XP_001220488.1	2
XP_001220489.1	1
XP_001220490.1	10
XP_001220491.1	1
XP_001220492.1	1
