qseqid	PS
XP_001546459.2	3
XP_001546463.2	10
XP_001546465.1	4
XP_001546468.1	3
XP_001546470.1	3
XP_001546477.2	4
XP_001546480.2	6
XP_001546482.1	4
XP_001546483.1	4
XP_001546484.1	3
XP_001546488.1	6
XP_001546495.1	3
XP_001546498.1	6
XP_001546501.1	4
XP_001546504.1	3
XP_001546507.1	3
XP_001546509.2	4
XP_001546515.1	3
XP_001546517.1	3
XP_001546526.1	3
XP_001546529.1	3
XP_001546533.2	3
XP_001546541.2	6
XP_001546543.2	3
XP_001546544.2	4
XP_001546547.2	6
XP_001546552.1	3
XP_001546553.2	3
XP_001546555.2	3
XP_001546556.2	3
XP_001546562.1	9
XP_001546569.1	3
XP_001546579.2	6
XP_001546584.1	3
XP_001546585.2	3
XP_001546586.1	3
XP_001546587.2	10
XP_001546590.1	3
XP_001546593.1	6
XP_001546599.2	3
XP_001546600.1	4
XP_001546606.1	3
XP_001546607.1	3
XP_001546608.1	6
XP_001546610.1	10
XP_001546620.1	4
XP_001546621.2	3
XP_001546622.2	4
XP_001546627.1	10
XP_001546630.1	3
XP_001546631.1	5
XP_001546632.1	3
XP_001546636.1	4
XP_001546637.1	10
XP_001546645.1	3
XP_001546646.1	3
XP_001546653.1	4
XP_001546664.1	4
XP_001546665.1	3
XP_001546666.1	4
XP_001546667.2	10
XP_001546670.1	6
XP_001546675.1	4
XP_001546684.1	4
XP_001546687.1	3
XP_001546692.1	3
XP_001546709.1	10
XP_001546710.1	3
XP_001546711.1	4
XP_001546716.1	3
XP_001546719.1	10
XP_001546720.1	10
XP_001546721.1	6
XP_001546730.2	4
XP_001546740.1	4
XP_001546745.1	6
XP_001546754.1	10
XP_001546764.1	3
XP_001546766.2	10
XP_001546772.1	3
XP_001546773.1	10
XP_001546778.1	10
XP_001546779.1	9
XP_001546783.1	3
XP_001546784.1	4
XP_001546788.1	10
XP_001546791.1	6
XP_001546796.1	3
XP_001546799.1	3
XP_001546800.1	3
XP_001546809.1	10
XP_001546815.1	3
XP_001546817.1	4
XP_001546822.1	3
XP_001546824.1	6
XP_001546826.1	10
XP_001546828.1	4
XP_001546835.1	6
XP_001546841.1	4
XP_001546842.1	3
XP_001546844.1	10
XP_001546847.1	3
XP_001546848.1	6
XP_001546849.1	3
XP_001546850.1	3
XP_001546852.2	9
XP_001546853.1	6
XP_001546854.1	3
XP_001546858.1	3
XP_001546859.1	4
XP_001546863.1	10
XP_001546864.1	3
XP_001546868.1	3
XP_001546871.2	4
XP_001546874.2	4
XP_001546877.1	4
XP_001546878.2	3
XP_001546879.2	3
XP_001546880.1	3
XP_001546881.1	3
XP_001546882.1	4
XP_001546884.1	3
XP_001546886.1	3
XP_001546889.1	3
XP_001546891.2	3
XP_001546892.1	3
XP_001546894.1	3
XP_001546895.1	6
XP_001546896.2	3
XP_001546899.2	3
XP_001546901.2	4
XP_001546907.1	3
XP_001546912.1	3
XP_001546914.1	4
XP_001546915.1	10
XP_001546921.2	3
XP_001546924.1	10
XP_001546925.2	3
XP_001546926.2	6
XP_001546928.1	6
XP_001546930.1	10
XP_001546931.1	6
XP_001546932.2	3
XP_001546934.2	3
XP_001546935.1	3
XP_001546938.1	3
XP_001546940.1	6
XP_001546942.1	3
XP_001546950.2	3
XP_001546951.1	3
XP_001546962.1	3
XP_001546967.1	10
XP_001546971.2	4
XP_001546976.1	3
XP_001546978.2	4
XP_001546988.1	10
XP_001546995.1	4
XP_001546996.2	3
XP_001546997.2	3
XP_001546999.2	3
XP_001547000.2	10
XP_001547001.1	10
XP_001547006.1	3
XP_001547016.1	6
XP_001547017.1	3
XP_001547020.1	4
XP_001547022.2	3
XP_001547026.1	10
XP_001547029.1	3
XP_001547034.2	6
XP_001547036.1	3
XP_001547041.2	4
XP_001547045.2	4
XP_001547048.2	10
XP_001547049.1	10
XP_001547053.1	3
XP_001547056.1	6
XP_001547060.1	4
XP_001547063.1	3
XP_001547065.1	5
XP_001547075.1	3
XP_001547079.1	4
XP_001547082.1	10
XP_001547084.2	4
XP_001547085.1	4
XP_001547089.2	4
XP_001547095.2	3
XP_001547098.1	4
XP_001547099.1	6
XP_001547107.1	3
XP_001547109.1	4
XP_001547110.2	3
XP_001547113.1	4
XP_001547116.2	3
XP_001547117.2	3
XP_001547121.1	3
XP_001547129.1	3
XP_001547131.1	4
XP_001547132.2	3
XP_001547137.1	4
XP_001547140.1	5
XP_001547141.1	10
XP_001547145.1	3
XP_001547148.1	10
XP_001547149.1	9
XP_001547152.1	3
XP_001547158.1	4
XP_001547159.1	4
XP_001547161.1	6
XP_001547165.1	6
XP_001547166.1	3
XP_001547171.1	6
XP_001547173.1	3
XP_001547176.1	3
XP_001547181.2	4
XP_001547188.1	3
XP_001547190.1	3
XP_001547194.2	9
XP_001547199.1	3
XP_001547201.2	3
XP_001547202.1	3
XP_001547203.2	4
XP_001547211.1	6
XP_001547212.2	3
XP_001547213.2	4
XP_001547214.2	9
XP_001547220.2	4
XP_001547222.1	3
XP_001547228.2	6
XP_001547230.1	3
XP_001547231.2	3
XP_001547234.1	3
XP_001547235.1	3
XP_001547236.2	3
XP_001547239.1	3
XP_001547240.1	10
XP_001547246.2	3
XP_001547247.1	4
XP_001547248.1	3
XP_001547250.2	4
XP_001547251.1	3
XP_001547252.1	3
XP_001547253.1	6
XP_001547254.1	3
XP_001547265.1	3
XP_001547269.1	4
XP_001547274.1	3
XP_001547280.1	3
XP_001547281.1	3
XP_001547283.2	3
XP_001547284.1	4
XP_001547285.2	3
XP_001547292.1	3
XP_001547303.2	4
XP_001547304.1	3
XP_001547305.1	3
XP_001547309.1	4
XP_001547315.2	3
XP_001547323.1	4
XP_001547324.2	4
XP_001547329.2	10
XP_001547330.1	3
XP_001547337.2	4
XP_001547338.1	6
XP_001547339.1	3
XP_001547340.2	3
XP_001547341.2	4
XP_001547342.1	3
XP_001547344.1	3
XP_001547348.1	3
XP_001547350.1	10
XP_001547354.1	4
XP_001547357.1	10
XP_001547359.1	4
XP_001547361.1	3
XP_001547369.1	3
XP_001547371.1	3
XP_001547379.1	4
XP_001547380.1	9
XP_001547382.1	4
XP_001547385.1	3
XP_001547387.1	10
XP_001547389.2	3
XP_001547395.1	9
XP_001547397.1	4
XP_001547398.2	3
XP_001547399.1	3
XP_001547400.1	3
XP_001547402.1	3
XP_001547403.1	3
XP_001547412.1	3
XP_001547414.2	6
XP_001547418.1	4
XP_001547419.2	10
XP_001547427.1	3
XP_001547428.1	3
XP_001547430.1	5
XP_001547434.1	3
XP_001547435.2	6
XP_001547436.2	4
XP_001547437.1	5
XP_001547443.1	3
XP_001547444.1	9
XP_001547449.1	3
XP_001547454.1	4
XP_001547457.1	3
XP_001547459.1	3
XP_001547460.1	3
XP_001547466.1	6
XP_001547468.1	3
XP_001547470.2	3
XP_001547476.1	3
XP_001547478.1	3
XP_001547483.2	6
XP_001547487.1	4
XP_001547488.1	3
XP_001547491.2	3
XP_001547493.1	3
XP_001547495.1	3
XP_001547496.2	6
XP_001547497.1	3
XP_001547499.1	3
XP_001547502.1	9
XP_001547503.1	10
XP_001547504.1	12
XP_001547507.1	10
XP_001547509.2	9
XP_001547510.1	3
XP_001547513.1	10
XP_001547514.1	3
XP_001547522.1	3
XP_001547527.1	6
XP_001547528.1	4
XP_001547529.1	12
XP_001547530.1	9
XP_001547532.1	12
XP_001547534.1	12
XP_001547543.2	9
XP_001547550.1	12
XP_001547559.1	3
XP_001547561.1	3
XP_001547562.1	4
XP_001547564.1	4
XP_001547565.1	3
XP_001547571.1	4
XP_001547575.1	3
XP_001547578.1	3
XP_001547579.1	3
XP_001547581.1	3
XP_001547582.1	9
XP_001547583.1	3
XP_001547584.2	3
XP_001547585.1	3
XP_001547586.2	4
XP_001547587.1	3
XP_001547589.1	7
XP_001547590.1	4
XP_001547592.2	3
XP_001547593.1	4
XP_001547594.2	9
XP_001547595.1	3
XP_001547598.2	4
XP_001547601.1	4
XP_001547602.1	3
XP_001547603.1	4
XP_001547604.2	3
XP_001547606.2	3
XP_001547607.1	4
XP_001547609.1	4
XP_001547612.1	4
XP_001547614.1	3
XP_001547616.1	4
XP_001547624.2	5
XP_001547625.1	3
XP_001547627.2	10
XP_001547629.1	3
XP_001547632.1	3
XP_001547644.1	4
XP_001547645.1	3
XP_001547655.2	6
XP_001547656.1	3
XP_001547657.1	3
XP_001547660.2	3
XP_001547670.1	4
XP_001547671.1	3
XP_001547677.1	3
XP_001547681.1	3
XP_001547685.1	4
XP_001547687.1	3
XP_001547688.1	4
XP_001547690.1	3
XP_001547691.2	3
XP_001547692.2	4
XP_001547693.1	4
XP_001547700.1	3
XP_001547701.1	3
XP_001547702.1	3
XP_001547706.2	3
XP_001547708.1	4
XP_001547710.2	9
XP_001547711.2	3
XP_001547712.2	10
XP_001547713.2	4
XP_001547714.1	3
XP_001547717.1	10
XP_001547719.2	4
XP_001547720.2	6
XP_001547721.1	9
XP_001547723.2	3
XP_001547728.1	8
XP_001547729.1	3
XP_001547732.2	4
XP_001547743.2	4
XP_001547745.1	10
XP_001547747.1	3
XP_001547748.1	3
XP_001547749.1	10
XP_001547756.1	3
XP_001547757.1	3
XP_001547762.1	3
XP_001547772.1	3
XP_001547777.1	3
XP_001547781.2	9
XP_001547784.1	4
XP_001547787.1	4
XP_001547793.2	3
XP_001547794.1	4
XP_001547795.2	3
XP_001547796.1	3
XP_001547801.1	4
XP_001547803.1	3
XP_001547805.1	3
XP_001547808.1	6
XP_001547811.2	3
XP_001547812.1	3
XP_001547816.2	4
XP_001547817.1	10
XP_001547821.1	9
XP_001547830.1	3
XP_001547831.1	3
XP_001547832.1	3
XP_001547834.1	4
XP_001547835.1	4
XP_001547838.1	4
XP_001547840.1	3
XP_001547848.1	3
XP_001547849.2	4
XP_001547852.2	3
XP_001547853.2	3
XP_001547859.1	4
XP_001547862.1	3
XP_001547863.2	3
XP_001547868.1	3
XP_001547872.1	3
XP_001547873.1	3
XP_001547875.1	10
XP_001547883.1	3
XP_001547891.2	4
XP_001547892.1	3
XP_001547897.1	4
XP_001547898.2	6
XP_001547900.2	3
XP_001547903.1	4
XP_001547907.1	9
XP_001547909.1	4
XP_001547913.1	3
XP_001547915.2	10
XP_001547922.1	3
XP_001547923.1	3
XP_001547926.1	3
XP_001547930.1	4
XP_001547933.1	3
XP_001547940.1	3
XP_001547942.1	3
XP_001547944.2	10
XP_001547946.1	3
XP_001547950.1	3
XP_001547951.1	10
XP_001547953.2	3
XP_001547954.1	3
XP_001547960.2	3
XP_001547961.1	4
XP_001547962.1	3
XP_001547965.1	6
XP_001547967.1	4
XP_001547970.1	6
XP_001547976.1	10
XP_001547978.1	10
XP_001547979.1	10
XP_001547981.1	10
XP_001547984.2	10
XP_001547987.2	3
XP_001547988.2	10
XP_001547992.2	3
XP_001547995.1	3
XP_001547997.2	4
XP_001547998.1	3
XP_001548004.2	3
XP_001548008.1	3
XP_001548010.1	6
XP_001548014.2	3
XP_001548028.1	4
XP_001548029.1	3
XP_001548038.2	4
XP_001548040.1	4
XP_001548041.1	3
XP_001548042.1	3
XP_001548049.1	3
XP_001548050.1	3
XP_001548053.1	4
XP_001548054.2	3
XP_001548055.2	6
XP_001548060.2	4
XP_001548061.2	3
XP_001548068.1	4
XP_001548070.1	6
XP_001548072.1	4
XP_001548073.1	3
XP_001548079.1	4
XP_001548082.1	3
XP_001548085.1	3
XP_001548088.1	4
XP_001548096.2	4
XP_001548098.2	4
XP_001548100.2	10
XP_001548105.2	4
XP_001548108.2	3
XP_001548116.1	3
XP_001548118.1	3
XP_001548121.1	3
XP_001548122.2	4
XP_001548124.1	4
XP_001548139.2	9
XP_001548140.1	3
XP_001548141.1	3
XP_001548143.1	4
XP_001548145.1	3
XP_001548146.1	3
XP_001548150.1	3
XP_001548151.1	3
XP_001548152.2	6
XP_001548153.2	4
XP_001548158.1	5
XP_001548159.2	4
XP_001548160.1	4
XP_001548162.1	10
XP_001548163.1	10
XP_001548164.1	3
XP_001548165.1	5
XP_001548171.1	3
XP_001548176.1	4
XP_001548181.1	3
XP_001548183.1	3
XP_001548184.1	3
XP_001548185.1	3
XP_001548187.1	6
XP_001548189.1	3
XP_001548190.1	10
XP_001548191.1	10
XP_001548192.1	10
XP_001548194.1	3
XP_001548195.1	3
XP_001548196.2	3
XP_001548202.2	4
XP_001548203.1	4
XP_001548219.2	3
XP_001548220.1	4
XP_001548221.1	3
XP_001548222.1	6
XP_001548231.1	4
XP_001548237.1	4
XP_001548240.1	10
XP_001548241.1	6
XP_001548242.2	3
XP_001548244.2	4
XP_001548245.1	10
XP_001548250.1	4
XP_001548252.1	6
XP_001548254.1	6
XP_001548259.1	3
XP_001548261.1	10
XP_001548262.2	10
XP_001548264.1	4
XP_001548266.1	4
XP_001548267.1	4
XP_001548275.2	6
XP_001548286.1	3
XP_001548290.1	3
XP_001548302.1	6
XP_001548304.2	3
XP_001548308.2	3
XP_001548311.1	3
XP_001548314.1	3
XP_001548315.1	4
XP_001548316.1	4
XP_001548318.2	3
XP_001548320.1	3
XP_001548321.1	3
XP_001548329.1	4
XP_001548331.2	10
XP_001548338.1	4
XP_001548342.1	3
XP_001548348.1	10
XP_001548350.1	3
XP_001548353.1	6
XP_001548354.1	3
XP_001548355.1	3
XP_001548357.1	9
XP_001548369.1	4
XP_001548370.1	4
XP_001548373.1	10
XP_001548374.1	4
XP_001548376.1	3
XP_001548377.2	6
XP_001548382.2	4
XP_001548387.1	3
XP_001548390.1	10
XP_001548398.1	3
XP_001548399.1	3
XP_001548402.1	3
XP_001548403.1	4
XP_001548404.1	5
XP_001548411.1	3
XP_001548417.1	3
XP_001548419.1	3
XP_001548420.1	10
XP_001548423.1	3
XP_001548426.1	3
XP_001548428.2	6
XP_001548433.1	4
XP_001548434.1	3
XP_001548435.2	3
XP_001548442.2	3
XP_001548443.2	3
XP_001548445.2	4
XP_001548446.1	6
XP_001548447.2	10
XP_001548448.2	4
XP_001548449.1	4
XP_001548450.1	10
XP_001548451.1	6
XP_001548454.2	4
XP_001548456.1	10
XP_001548458.2	10
XP_001548464.2	3
XP_001548465.2	4
XP_001548467.1	3
XP_001548468.1	3
XP_001548469.1	10
XP_001548470.1	4
XP_001548471.2	3
XP_001548474.1	4
XP_001548477.2	6
XP_001548479.1	3
XP_001548482.1	10
XP_001548486.1	4
XP_001548487.1	3
XP_001548489.1	6
XP_001548490.1	4
XP_001548491.1	4
XP_001548495.1	9
XP_001548496.1	6
XP_001548497.2	3
XP_001548498.2	6
XP_001548501.1	3
XP_001548502.1	6
XP_001548504.2	4
XP_001548505.1	3
XP_001548507.1	3
XP_001548510.2	6
XP_001548517.1	3
XP_001548518.1	3
XP_001548519.1	3
XP_001548520.1	3
XP_001548521.2	3
XP_001548523.1	3
XP_001548531.1	3
XP_001548532.1	5
XP_001548533.1	3
XP_001548537.1	4
XP_001548539.1	10
XP_001548541.2	3
XP_001548542.2	3
XP_001548545.1	3
XP_001548548.1	6
XP_001548549.1	3
XP_001548551.1	4
XP_001548553.2	11
XP_001548555.1	6
XP_001548556.1	3
XP_001548557.1	4
XP_001548564.1	6
XP_001548571.1	4
XP_001548575.1	3
XP_001548576.2	6
XP_001548578.1	3
XP_001548581.1	3
XP_001548582.2	4
XP_001548584.1	3
XP_001548585.1	6
XP_001548586.1	3
XP_001548587.1	4
XP_001548588.1	5
XP_001548590.1	3
XP_001548592.2	6
XP_001548593.2	3
XP_001548597.1	6
XP_001548600.1	3
XP_001548604.1	10
XP_001548605.2	10
XP_001548609.1	6
XP_001548611.2	3
XP_001548612.1	6
XP_001548614.2	3
XP_001548616.1	10
XP_001548618.1	3
XP_001548622.1	3
XP_001548625.1	3
XP_001548627.1	10
XP_001548628.2	3
XP_001548629.1	3
XP_001548632.1	10
XP_001548634.1	3
XP_001548636.1	4
XP_001548638.2	3
XP_001548639.2	5
XP_001548641.1	3
XP_001548642.1	3
XP_001548645.1	4
XP_001548646.1	8
XP_001548647.1	3
XP_001548656.1	4
XP_001548657.1	10
XP_001548661.1	3
XP_001548662.1	3
XP_001548669.1	3
XP_001548670.2	11
XP_001548671.1	3
XP_001548672.1	3
XP_001548675.1	5
XP_001548678.2	3
XP_001548680.1	3
XP_001548681.1	3
XP_001548685.1	3
XP_001548687.1	4
XP_001548690.2	10
XP_001548693.1	10
XP_001548694.1	3
XP_001548695.1	9
XP_001548704.2	3
XP_001548710.1	8
XP_001548712.1	3
XP_001548717.2	3
XP_001548718.1	3
XP_001548719.1	4
XP_001548720.1	10
XP_001548724.2	9
XP_001548725.1	3
XP_001548734.1	4
XP_001548736.2	10
XP_001548737.1	4
XP_001548738.1	10
XP_001548739.1	4
XP_001548740.2	3
XP_001548741.1	9
XP_001548742.2	6
XP_001548747.1	4
XP_001548748.1	6
XP_001548749.1	3
XP_001548758.1	10
XP_001548762.1	3
XP_001548767.1	11
XP_001548768.1	3
XP_001548769.1	4
XP_001548773.1	4
XP_001548776.1	4
XP_001548782.1	3
XP_001548785.2	4
XP_001548786.1	9
XP_001548787.1	3
XP_001548791.1	3
XP_001548792.1	9
XP_001548796.1	3
XP_001548802.1	4
XP_001548808.1	3
XP_001548810.1	3
XP_001548811.1	6
XP_001548812.1	3
XP_001548814.1	3
XP_001548818.1	4
XP_001548824.2	5
XP_001548837.1	3
XP_001548838.1	3
XP_001548842.1	3
XP_001548844.1	10
XP_001548845.1	9
XP_001548851.1	3
XP_001548852.1	3
XP_001548855.2	3
XP_001548857.1	3
XP_001548862.1	3
XP_001548863.1	3
XP_001548865.1	3
XP_001548869.1	9
XP_001548877.1	3
XP_001548877.1	4
XP_001548878.1	3
XP_001548881.1	4
XP_001548883.1	3
XP_001548885.2	3
XP_001548894.2	3
XP_001548895.1	6
XP_001548901.1	3
XP_001548904.1	4
XP_001548911.2	10
XP_001548912.1	4
XP_001548917.2	3
XP_001548918.1	3
XP_001548919.1	10
XP_001548923.1	6
XP_001548924.1	4
XP_001548925.1	3
XP_001548930.2	4
XP_001548931.1	5
XP_001548932.1	3
XP_001548933.1	6
XP_001548936.2	3
XP_001548937.1	3
XP_001548941.1	4
XP_001548942.1	10
XP_001548947.1	3
XP_001548951.1	3
XP_001548953.2	3
XP_001548954.1	6
XP_001548957.2	6
XP_001548961.2	6
XP_001548966.2	9
XP_001548967.1	6
XP_001548969.1	4
XP_001548970.1	3
XP_001548971.1	4
XP_001548972.2	3
XP_001548973.1	4
XP_001548980.1	3
XP_001548981.2	4
XP_001548982.1	3
XP_001548987.2	3
XP_001548988.2	3
XP_001548991.1	10
XP_001548996.1	3
XP_001548997.1	4
XP_001548999.1	3
XP_001549003.2	4
XP_001549005.2	3
XP_001549006.2	4
XP_001549009.1	3
XP_001549011.1	3
XP_001549012.1	3
XP_001549015.1	3
XP_001549018.1	6
XP_001549020.1	6
XP_001549023.2	9
XP_001549025.1	4
XP_001549027.2	4
XP_001549028.2	6
XP_001549029.1	3
XP_001549031.2	3
XP_001549032.2	10
XP_001549033.1	3
XP_001549034.1	4
XP_001549036.1	10
XP_001549037.1	3
XP_001549041.1	3
XP_001549043.2	5
XP_001549045.1	3
XP_001549047.1	4
XP_001549048.1	3
XP_001549053.2	6
XP_001549059.1	3
XP_001549061.1	3
XP_001549065.1	3
XP_001549069.2	9
XP_001549070.1	3
XP_001549071.1	3
XP_001549072.1	4
XP_001549074.1	4
XP_001549079.1	6
XP_001549080.2	3
XP_001549082.1	9
XP_001549083.2	3
XP_001549084.2	4
XP_001549087.1	3
XP_001549090.2	3
XP_001549092.1	3
XP_001549096.2	10
XP_001549097.1	3
XP_001549101.1	10
XP_001549104.2	3
XP_001549105.2	6
XP_001549107.1	3
XP_001549109.1	3
XP_001549110.1	3
XP_001549113.1	3
XP_001549114.1	3
XP_001549115.1	4
XP_001549119.1	3
XP_001549120.1	4
XP_001549133.2	3
XP_001549134.2	6
XP_001549135.1	3
XP_001549136.1	3
XP_001549137.2	3
XP_001549138.1	3
XP_001549139.1	3
XP_001549142.1	4
XP_001549143.1	6
XP_001549144.1	3
XP_001549145.1	10
XP_001549146.1	10
XP_001549150.1	6
XP_001549153.1	6
XP_001549157.1	4
